,Unnamed: 0,ItemId,PromptId,Score1,AnswerText
0,751,3_5682,3,0,פנדה וקואלה דומים כי שניהם אוכלים צמחים. פנדה וקואלה שונים פיטונים כי הם רוב צפרדעים. פיטונים אוכלים גם דברים חיים.
1,1326,3_6291,3,0,"פנדות בסין דומות לקואלים באוסטרליה משום ששניהם הם מינים כלליים. פיטונים הם מינים מיוחדים. המאמר מציין כי ""אנחנו חיים בעידן שמשאיר את הגנרלים ולא את המומחים"". אנשים בדרך כלל נוטים להתייחס טוב יותר לפנדה מאשר נחש. המאמר אומר שזה ""אין טעות"", כי המינים הגנריסטים עושים טוב יותר במקומות שבהם הם חיים."
2,1433,3_6401,3,0,פנדה סינית דומה לקואלה של אוסטרליה כי הם בעצם לאכול את אותו הדבר לפעול אותו דבר. הם שונים פיטונים כי הם לא אוכלים בעלי חיים אחרים. רוב האנשים היו חושבים שפנדה טובה יותר מפיטון כי נחשים יכולים להיות מסוכנים.
3,338,3_5258,3,0,"פנדות בסין וקואלים באוסטרליה דומות כי הם הופכים להיעלם זה שונה כי פיטונים הופכים פופולריים יותר כי בסעיף 3 הוא אומר "" חיות מחמד גדל מעריכים כי 4.8 מיליון בתים מכילים כעת צפרדע אחד או יותר, מספר שכמעט הכפילו בעשור."
4,1404,3_6371,3,0,פנדה וקואלה אוכלים אותו סוג של צמחים.
5,719,3_5649,3,0,פנדות דומות לקואלים משום ששניהם הם מינים מומחים ושניהם אוכלים מעט מאוד. הם גם יהיו בסכנה כאשר כדור הארץ ימשיך להתעשיין ולהתרחב.
6,611,3_5538,3,0,פנדות בסין וקואלים באוסטרליה הם שניהם דומים שאוכלים צמחים ולא אוכלים בשר או בני אדם הם שונים פיטונים שהם דובים הפיטונים הם סנייק והפיטון לא אוכלים צמחים.
7,1007,3_5951,3,0,פנדות וקואלים באסטרליה ובסין זהים כי הם אינם בסכנה והם אינם חיית מחמד. ההבדל הוא שהם מחפשים חיות מחמד כמו פיטונים.
8,1759,3_6754,3,0,"הסיפור מסביר כיצד פנדה מסין אוכלת רק פנדה, וכיצד קואלה אוסטרלי אוכל רק עלים של אוקליפטוס. שני החיות האלה, עם זאת, לאכול כל מה שהם יכולים, ורוצים."
9,1872,3_6903,3,0,"איך פנדות בסין דומות לקואלים באוסטרליה הם דובים, והם שניהם אוכלים כמעט את אותו הדבר, הם שניהם יכולים לטפס על עצים: הם אוכלים עלים, ופירות. הם שניהם שונים פיטונים כי הם לא רפילים וגם הם לא יכולים להתאים את אותו כמות שם בפה בפיטון אחד כמו פיטון. הם לא אוכלים את רוב מהפיטונים אוכלים וגם הם לא לשפוך שם עור / סולם."
10,1885,3_6924,3,0,"יש גם צורה של דוב, וחי משם. נחש הוא צפרדע ואינו יכול לשרוד בכל ארצות הברית."
11,2046,3_7175,3,0,"לפי המאמר, פנדה סינית וקואלה אוסטרלית דומות כי שני בעלי חיים בקושי אוכלים מגוון של מזון. זה יכול להגדיל את המזון עבור האנשים במדינה שלהם. שני בעלי חיים שונים פיטונים כי בניגוד פיטונים, הם בטוחים להיות בסביבה. לפי המאמר, פיטונים הם בשרנים, אבל פנדה וקואלה אוכלים רק צמחים."
12,1048,3_5995,3,0,פנדה סינית וקואלה של אוסטרליה דומות כי הם שניהם דובים. הפיטונים שונים מהם משום שהם נחשים והם לא אוכלים צמחים ועלים.
13,1798,3_6799,3,0,פנדות בסין דומות לקואלים באוסטרליה כי הם רגילים לעונות ויכולים לשרוד. הם שונים פיטונים כי אם פיטונים ללכת למקומות קרים הם יכולים למות כי הם לא יכולים להתמודד עם מזג האוויר. לכן הם חיים במקומות כמו פלורידה וטקסס.
14,200,3_5118,3,0,פנדה של סין וקואלה של אוסטרליה הן שניהם hervibores והם שניהם שונים פיטונים הם בשרנים ואיום לבני אדם.
15,616,3_5543,3,0,"פנדה וקואלה דומים כי הם שניהם דובים. הם חיים באזורים שונים, אך יכלו להסתגל למקומות ידועים אם היו רוצים שהפיטונים יהיו צפרדעים ולא יוכלו להסתגל למזג האקלים שונה מאלה שבהם הם חיים."
