,Unnamed: 0.1,Unnamed: 0,id,text,prompt,score
0,262,262,en_cw_000290,quel type de vinaigre a été utilisé n combien de vinaigre a été utilisé n quel type de récipient a été utilisé,1,3
1,211,211,en_cw_000234,"Type de vinaigre, y compris sa concentration\n Matériau du récipient de l'échantillon\n Méthode de séchage employée",1,3
2,292,292,en_cw_000322,1. utiliser l'acide citrique 2. utiliser un morceau de sol 3. déterminer les changements visuels,1,0
3,210,210,en_cw_000232,Le poids des matériaux impliqués dans l'expérience. Vous devez connaître le poids de départ pour déterminer la quantité de substance que vous avez prise. Il serait également important de connaître la température de séchage.,1,0
4,42,42,en_cw_000050,Marbre en plastique calcaire,1,0
5,122,122,en_cw_000139,C'est étrange que verser du vinaigre contenu dans le marbre et le plastique puisse le changer de masse. Je ne pense pas qu'il soit possible de changer leurs masses même si le vinaigre est placé pendant des années.,1,0
6,195,195,en_cw_000217,la masse de départ est soustraite de la masse finale et le résultat est la différence de masse,1,0
7,219,219,en_cw_000243,"Eh bien, ils auraient pu faire la procédure s'ils attendaient 24 heures car il n'était pas nécessaire d'attendre si longtemps",1,0
8,165,165,en_cw_000186,en utilisant un sèche-linge numérique pour enlever tous les conteneurs à l'échelle mouillée..avec des marques pour lire le volume exactement,1,0
9,300,300,en_cw_000330,nous connaissons la formule du vinaigre et aussi une solution contenue dans le conainer puis nous en soustrayons le n puis nous trouvons également l'erreur de pourcentage,1,0
10,214,214,en_cw_000237,en pluie acide la masse de 4 échantillons diffrents sont \n marbre- 92.12\n calcaire- 94.64\n bois - 125.44\n plastique -51.12,1,0
11,244,244,en_cw_000272,"Poids du conteneur, Matériau du conteneur, Quantité de vinaigre utilisé.",1,1
12,182,182,en_cw_000203,1ère Quelle quantité de vinaigre faut-il consommer? 2. A-t-on besoin d’un environnement spécial pendant l’expérience? Quels outils devons-nous utiliser?,1,1
13,28,28,en_cw_000032,1- l'état où l'échantillon a été placé 2- la température de la pièce où l'échantillon a été placé 3- tout facteur extérieur supplémentaire à l'expérience,1,1
14,93,93,en_cw_000106,1ère Enregistrez la température pour vérifier si la température pourrait affecter le résultat. Vérifiez le pH (le degré d'acide) et essayez avec un autre acide liquide. Mentionner si le récipient est fermé avec un couvercle ou non pour vérifier si la réaction avec l'air peut faire le résultat différent.,1,1
15,43,43,en_cw_000051,"Quelle quantité de vinaigre devrais-je mettre dans les conteneurs\n Puis-je rincer avec de l'eau normale?\n Ir n'a pas d'importance le type d'échantillon de matériau, pour le bois si l'échantillon est de pin ou de chêne?",1,2
16,204,204,en_cw_000226,Comment la masse des échantillons a-t-elle été déterminée?\n Comment les matériaux pour les échantillons ont-ils été choisis?\n Combien de vinaigre a-t-on versé dans les conteneurs?\n Quel type de conteneurs ont-ils été utilisés?,1,2
17,193,193,en_cw_000215,matériel des conteneurs\n volume/capacité des conteneurs\n volume/masse de vinaigre,1,2
18,0,0,en_cw_000001,1ère quantité de vinaigre\n 2. taille de conteneur\n 3. combien de temps rincer avec de l'eau distillée,1,2
