,Unnamed: 0.1,Unnamed: 0,id,text,prompt,score
0,253,253,en_cw_000281,"Um das Experiment zu replizieren, benötigen Sie zusätzliche Informationen, wie z. B. wie viel Essig in Milliliter in jeden Behälter gegossen wurde. Darüber hinaus müssen Sie wissen, wie groß die Behälter waren und wie viel und wie lange die Proben mit destilliertem Wasser gewaschen wurden.",1,3
1,247,247,en_cw_000275,"Das Volumen der Proben, die spezifischen Arten von Materialien (Holz: Eiche, Rosenholz usw.Die Größe des Container",1,3
2,54,54,en_cw_000064,"Es wurde die Masse bestimmt, die jede der zugelassenen Inhaltsstoffe darstellt, indem sie mit dem Essig in Berührung gebracht wurden",1,0
3,76,76,en_cw_000087,Ich brauche die Zutaten,1,0
4,218,218,en_cw_000242,1 zu,1,0
5,137,137,en_cw_000157,"Ich verstehe nicht, warum dieses Material Kalkstein von der Masse verliert. Was ist anders und warum verliert Holz nicht Masse?",1,0
6,50,50,en_cw_000060,"Ich brauche vier Behälter mit Decken und Proben aus Marmor, Kalkstein, Holz und Kunststoff, die in Behälter passen können. Ich brauche genügend Essigvolumen, um alle Behälter zu füllen, damit alle Proben darin ertrinken können. Ich brauche eine Skala, um die Masse zu messen.",1,0
7,189,189,en_cw_000211,Kkkk,1,0
8,255,255,en_cw_000283,Alle Informationen sind hier,1,0
9,51,51,en_cw_000061,Die calixa-Probe hatte den größten Unterschied in der Masse.\n Die Marmorprobe hatte den zweitgrößten Unterschied.\n Die Kunststoffprobe hatte einen minimalen Unterschied.\n Die Holzprobe hatte keinen Verlust an Masse.,1,0
10,167,167,en_cw_000188,"Der Durchschnitt zwischen Eingangs- und Ausgangsdaten. Ich denke, dass die Durchschnitts- und Varianzschätzungen in den nächsten beiden Spalten platziert werden sollten. als zusätzliche Daten.",1,0
11,235,235,en_cw_000263,Wie viel Essig wurde verwendet?\n Wie wurde die Masse gemessen?\n Warum wurde Essig gewählt? Was ist der Grund für destilliertes Wasser anstelle von Leitungswasser?,1,1
12,130,130,en_cw_000150,Wie groß müssen die Behälter im Verhältnis zur Größe der Proben sein?\n Was ist die zulässige Größe für Proben?\n Muss jede Probe zu festen Felsarten gehören?,1,1
13,132,132,en_cw_000152,Das Volumen des für jede Probe verwendeten Essigs und das spezifische Gewicht der Probe sind erforderlich,1,1
14,106,106,en_cw_000121,"Wie viel Essig muss ich in jeden Behälter gießen? Und sind Bedingungen wie Temperatur, Luftfeuchtigkeit, Druck usw. wichtig?",1,1
15,13,13,en_cw_000014,"Die Menge an Essig, die zu jedem Behälter hinzugefügt wird fehlt\n Die Kapazität der Behälter\n Temperatur\n Materialien",1,2
16,46,46,en_cw_000054,"Ich würde die exakte Menge der reaktiven Mittel kennen müssen: Essig und destilliertes Wasser, ob die Proben in einer feuchten oder trockenen Umgebung bleiben müssen und welche Art von Behälter verwendet werden soll.",1,2
17,157,157,en_cw_000178,Wie viel Essig muss gegossen werden? Wie lange sollten die Proben gewaschen werden? Welche verschiedenen Proben sollten zunächst gesammelt werden?,1,2
18,70,70,en_cw_000081,1. der Die Menge des Essigs 2. Konzentration von Essig n 3. Größe des Container,1,2
