,Unnamed: 0,id,text,prompt,score
27,27,en_cw_000031,样品应如何呈现，是_一块还是几块小的或碎的？,1,1
35,35,en_cw_000042,确定不同样品的质量的方法。  倒入容器中的醋的量。  所用容器的大小。,1,2
86,86,en_cw_000097,1、你需要知道这四个不同的样品是什么。  2.样品的大小是否都一样，如果是的话，每个样品的大小是多少。  3.每个容器中倒入多少醋。,1,3
91,91,en_cw_000102,我需要的_一些额外信息是：使用的醋的数量和类型，容器的大小和类型，以及每个样品被冲洗多长时间。,1,3
95,95,en_cw_000108,盯着的质量，结束的质量，质量的差异,1,0
113,113,en_cw_000128,醋的量，如果只是为了改变ph值，至少应该说几滴或类似的东西。 我应该把杯子放在哪里干燥？,1,2
123,123,en_cw_000140,用每个样品再重复_一次实验,1,0
150,150,en_cw_000171,每个样品的质量，每个样品的醋量，环境的温度。,1,1
154,154,en_cw_000175,首先，我想知道这个实验用的是哪种醋？   实验室是否需要任何特殊条件？容器是由_什么制成的？  它们是敞开的还是有盖子的？,1,1
181,181,en_cw_000202,30分钟后，石灰石有了更多的变化，而木材的变化规模没有受到任何形式的改变。,1,0
185,185,en_cw_000207,筛查样本,1,0
187,187,en_cw_000209,每个样品的大小 容器的体积,1,2
196,196,en_cw_000218,- 本实验将证明材料对酸性水的反应--必须写出酸性水的剂量。比如说。_50毫升/升 - 确定反应发生的可能性,1,0
217,217,en_cw_000240,确定每个样品必须有哪个外表面？,1,1
236,236,en_cw_000264,1) 实验前后对样品进行称重的天平。  2)临时的。  3)水过滤器。,1,0
239,239,en_cw_000267,双案，质量最小,1,0
266,266,en_cw_000294,大理石 _9.00 8.5 -0.5 石灰石 300 308 +8 木材 12 12 0.0 塑料 500 490 -10,1,0
271,271,en_cw_000299,"""使用的醋的量；外部环境的温度；使用了_什么类型的容器。""",1,2
273,273,en_cw_000301,也许我需要知道室温、自然/人造光的照射以及_四个容器的材料。,1,0
