,Unnamed: 0.1,Unnamed: 0,id,text,prompt,score
0,86,86,en_cw_000097,"1, Necesitarías saber cuáles son las cuatro muestras diferentes.\n 2. ¿Son todas las muestras del mismo tamaño y, en caso afirmativo, cuál es el tamaño de cada muestra? Cuánto vinagre se vierte en cada recipiente.",1,3
1,91,91,en_cw_000102,"Algunas informaciones adicionales que necesitaría son: la cantidad y el tipo de vinagre que se usó, el tamaño y el tipo de contenedor y cuánto tiempo se lavó cada muestra.",1,3
2,181,181,en_cw_000202,después de 30 minutos de caliza con más cambios y la escala de cambios en la madera no sufrió alteraciones de ningún tipo,1,0
3,196,196,en_cw_000218,- este experimento demostrará la reacción del material a agua ácida\n - la dosis de agua ácida debe escribirse. Por ejemplo: 50 ml / litro\n - determinar las posibilidades que surgen de la reacción,1,0
4,236,236,en_cw_000264,1) Balance para ponderar muestras antes y después del experimento.\n 2) Temporario.\n 3) Filtro de agua.,1,0
5,185,185,en_cw_000207,Descargar la muestra,1,0
6,123,123,en_cw_000140,Repetir el experimento con cada muestra.,1,0
7,266,266,en_cw_000294,Mármol 9.00 8.5 -0.5\n Calcera 300 308 +8\n Madera 12 12 0.0\n Plástico 500 490 -10,1,0
8,95,95,en_cw_000108,"Masas finitas, Masas finitas, Diferencias en Masas",1,0
9,273,273,en_cw_000301,"Tal vez necesite conocer la temperatura de la habitación, la exposición a la luz natural/artificial y el material de los cuatro contenedores.",1,0
10,239,239,en_cw_000267,"doble caso, la masa es la más pequeña",1,0
11,154,154,en_cw_000175,"Primero, me gustaría saber qué tipo de vinagre se utilizó para este experimento. ¿Se requieren condiciones especiales en el laboratorio? ¿De qué estaban hechos los contenedores?¿Eran ampliamente abiertos o tenían cubiertas?",1,1
12,217,217,en_cw_000240,Determinar qué superficie exterior debe tener cada muestra.,1,1
13,150,150,en_cw_000171,Cantidad de masa por muestra Cantidad de viñedo por muestra Temperatura del ambiente,1,1
14,27,27,en_cw_000031,"cómo deben presentarse las muestras, en una sola pieza o en varias piezas pequeñas o de tierra",1,1
15,187,187,en_cw_000209,Tamaño de cada muestra Volumen por contenedor,1,2
16,271,271,en_cw_000299,El volumen de vinagre utilizado; la temperatura del ambiente exterior; qué tipo de contenedores se utilizaron.,1,2
17,35,35,en_cw_000042,Método para determinar la masa de las diferentes muestras.\n Cantidad de vinagre a derramar en contenedores.\n Cantidad de contenedores utilizados.,1,2
18,113,113,en_cw_000128,"tamaño de muestra, cuando se le da un experimento por lo general se obtiene un tamaño de muestra, esto es, qué tipo de contenedores, escala, otros que va a usar. \n cantidad de vinagre, si es sólo para cambiar el pH debe al menos decir unas gotas o algo así.\n ¿dónde debo sentar las tazas para secar? ¿El contador de aire abierto es bueno para la precisión del experimento?",1,2
