id	prompt	score
de_000001	1	0
de_000002	1	2
de_000003	1	1
de_000004	1	0
de_000005	1	0
de_000006	1	2
de_000007	1	2
de_000008	1	0
de_000009	1	0
de_000010	1	0
de_000011	1	0
de_000012	1	0
de_000013	1	1
de_000014	1	2
de_000015	1	1
de_000016	1	3
de_000017	1	0
de_000018	1	2
de_000019	1	0
de_000020	1	1
de_000021	1	2
de_000022	1	1
de_000023	1	1
de_000024	1	0
de_000025	1	0
de_000026	1	0
de_000027	1	0
de_000028	1	1
de_000029	1	2
de_000030	1	0
de_000031	1	1
de_000032	1	2
de_000033	1	0
de_000034	1	0
de_000035	1	1
de_000036	1	0
de_000037	1	3
de_000038	1	2
de_000039	1	2
de_000040	1	0
de_000041	1	0
de_000042	1	2
de_000043	1	0
de_000044	1	3
de_000045	1	2
de_000046	1	0
de_000047	1	1
de_000048	1	3
de_000049	1	0
de_000050	1	0
de_000051	1	3
de_000052	1	0
de_000053	1	0
de_000054	1	3
de_000055	1	2
de_000056	1	0
de_000057	1	0
de_000058	1	0
de_000059	1	1
de_000060	1	3
de_000061	1	2
de_000062	1	0
de_000063	1	0
de_000064	1	0
de_000065	1	0
de_000066	1	0
de_000067	1	3
de_000068	1	0
de_000069	1	0
de_000070	1	0
de_000071	1	2
de_000072	1	0
de_000073	1	0
de_000074	1	2
de_000075	1	3
de_000076	1	3
de_000077	1	0
de_000078	1	3
de_000079	1	0
de_000080	1	0
de_000081	1	1
de_000082	1	0
de_000083	1	1
de_000084	1	0
de_000085	1	2
de_000086	1	0
de_000087	1	1
de_000088	1	1
de_000089	1	1
de_000090	1	1
de_000091	1	0
de_000092	1	1
de_000093	1	0
de_000094	1	0
de_000095	1	1
de_000096	1	2
de_000097	1	2
de_000098	1	0
de_000099	1	0
de_000100	1	0
de_000101	1	0
de_000102	1	3
de_000103	1	0
de_000104	1	2
de_000105	1	0
de_000106	1	1
de_000107	1	2
de_000108	1	0
de_000109	1	2
de_000110	1	0
de_000111	1	2
de_000112	1	0
de_000113	1	0
de_000114	1	0
de_000115	1	0
de_000116	1	0
de_000117	1	0
de_000118	1	0
de_000119	1	0
de_000120	1	0
de_000121	1	0
de_000122	1	0
de_000123	1	0
de_000124	1	0
de_000125	1	0
de_000126	1	0
de_000127	1	0
de_000128	1	0
de_000129	1	1
de_000130	1	1
de_000131	1	1
de_000132	1	0
de_000133	1	0
de_000134	1	0
de_000135	1	0
de_000136	1	0
de_000137	1	2
de_000138	1	0
de_000139	1	0
de_000140	1	0
de_000141	1	0
de_000142	1	2
de_000143	1	2
de_000144	1	1
de_000145	1	1
de_000146	1	0
de_000147	1	2
de_000148	1	1
de_000149	1	0
de_000150	1	0
de_000151	1	2
de_000152	1	0
de_000153	1	0
de_000154	1	0
de_000155	1	0
de_000156	1	3
de_000157	1	1
de_000158	1	3
de_000159	1	1
de_000160	1	1
de_000161	1	0
de_000162	1	0
de_000163	1	1
de_000164	1	2
de_000165	1	3
de_000166	1	0
de_000167	1	0
de_000168	1	0
de_000169	1	0
de_000170	1	1
de_000171	1	0
de_000172	1	2
de_000173	1	1
de_000174	1	0
de_000175	1	0
de_000176	1	0
de_000177	1	2
de_000178	1	0
de_000179	1	2
de_000180	1	0
de_000181	1	1
de_000182	1	1
de_000183	1	0
de_000184	1	0
de_000185	1	0
de_000186	1	0
de_000187	1	3
de_000188	1	2
de_000189	1	0
de_000190	1	0
de_000191	1	0
de_000192	1	0
de_000193	1	3
de_000194	1	0
de_000195	1	3
de_000196	1	1
de_000197	1	1
de_000198	1	0
de_000199	1	0
de_000200	1	3
de_000201	1	0
de_000202	1	2
de_000203	1	0
de_000204	1	2
de_000205	1	2
de_000206	1	2
de_000207	1	1
de_000208	1	0
de_000209	1	0
de_000210	1	0
de_000211	1	3
de_000212	1	0
de_000213	1	3
de_000214	1	0
de_000215	1	1
de_000216	1	0
de_000217	1	0
de_000218	1	0
de_000219	1	0
de_000220	1	0
de_000221	1	2
de_000222	1	0
de_000223	1	0
de_000224	1	3
de_000225	1	1
de_000226	1	3
de_000227	1	0
de_000228	1	2
de_000229	1	0
de_000230	1	1
de_000231	1	0
de_000232	1	1
de_000233	1	0
de_000234	1	0
de_000235	1	0
de_000236	1	2
de_000237	1	1
de_000238	1	0
de_000239	1	3
de_000240	1	2
de_000241	1	3
de_000242	1	1
de_000243	1	0
de_000244	1	2
de_000245	1	0
de_000246	1	3
de_000247	1	3
de_000248	1	0
de_000249	1	1
de_000250	1	2
de_000251	1	0
de_000252	1	0
de_000253	1	1
de_000254	1	2
de_000255	1	3
de_000256	1	0
de_000257	1	1
de_000258	1	3
de_000259	1	1
de_000260	1	2
de_000261	1	0
de_000262	1	0
de_000263	1	1
de_000264	1	0
de_000265	1	2
de_000266	1	0
de_000267	1	2
de_000268	1	1
de_000269	1	0
de_000270	1	1
de_000271	1	0
de_000272	1	0
de_000273	1	1
de_000274	1	1
de_000275	1	0
de_000276	1	0
de_000277	1	0
de_000278	1	1
de_000279	1	3
de_000280	1	3
de_000281	1	2
de_000282	1	3
de_000283	1	1
de_000284	1	2
de_000285	1	1
de_000286	1	2
de_000287	1	3
de_000288	1	3
de_000289	1	3
de_000290	1	3
de_000291	1	1
de_000292	1	1
de_000293	1	2
de_000294	1	2
de_000295	1	2
de_000296	1	2
de_000297	1	0
de_000298	1	2
de_000299	1	3
de_000300	1	0
de_000301	1	1
