,Unnamed: 0,id,text,prompt,score
17,17,de_000018,纯醋或醋精 醋的量多少 温度多少,1,2
21,21,de_000022,使用了多少醋 _30分钟后的样品是否和开始时一样干燥 室温是多少？,1,1
52,52,de_000053,测定样品的质量。样品干燥时间的长短。干燥时间后质量的测定。,1,0
82,82,de_000083,测试的是_什么材料？酸雨是如何模拟出来的？试验期有多长？,1,1
110,110,de_000111,环境温度，醋的体积，用于冲洗的蒸馏水的体积。漂洗用的水,1,2
123,123,de_000124,你需要再次提供木材的样本，因为这些数字给出了相同的数据。,1,0
151,151,de_000152,给出实验前后每个样品的确切毫克数。使用其他样品，如钢铁、金属、水泥、玻璃等。还需要其他时间段，例如_1小时或1周。,1,0
175,175,de_000176,材料必须再次完全干燥。,1,0
188,188,de_000189,每种类型的材料都需要复制（至少_三个），这样结果才会更准确。需要关于材料物理损失的数据，以便对材料进行初步测试。 有必要对该实验进行更长时间的评估，以看到更明显的效果。,1,0
190,190,de_000191,重要的是，手头要有所有的元素，并遵循所显示的每个指示。,1,0
196,196,de_000197,样品是否被完全覆盖，温度是多少，样品损失了多少_百分比？,1,1
198,198,de_000199,重要的是，要准备好所有的元素，并遵循所显示的每_一个指示。,1,0
238,238,de_000239,样品将被冲洗多长时间？使用了多少醋？使用_什么样的容器？容器是否封闭？,1,3
249,249,de_000250,- 样品的形状/暴露在醋中的表面的大小 - 醋的浓度 - 样品的确切成分,1,2
268,268,de_000269,接吻雨从大理石中产生，当钱从地面上以灰尘和流动的接吻雨的形式被提出来的时候,1,0
269,269,de_000270,将样品留在容器中较短或较长的时间，让样品干燥较短或较长的时间，我对样品的大小感兴趣。,1,1
287,287,de_000288,容器的大小，液体的数量，样品的形状和大小。,1,3
294,294,de_000295,应该在容器中倒入多少醋，用蒸馏水冲洗材料多长时间？,1,2
299,299,de_000300,无 ,1,0
