,Unnamed: 0,id,text,prompt,score
17,17,de_000018,Pure vinegar or vinegar essence What amount vinegar What temperature,1,2
21,21,de_000022,How much vinegar is used Is the sample as dry after 30 minutes as it was at the beginning How high is the room temperature,1,1
52,52,de_000053,The determination of the masses of the samples. The duration of the drying time of the samples. The determination of the weight of the mass after the drying time.,1,0
82,82,de_000083,Which materials were tested? How was the acid rain simulated? How long was the test phase?,1,1
110,110,de_000111,"Ambient temperature, volume of vinegar, volume of dist. Water for rinsing",1,2
123,123,de_000124,one needs again the samples of the wood since the numbers resulted in the same data material,1,0
151,151,de_000152,"Accurate indication of the milligram of each sample before and after the experiment. Use other samples, such as steel, metal, cement, glass, etc. Other time sections are needed, for example 1 hour or 1 week.",1,0
175,175,de_000176,the material must be completely dry again.,1,0
188,188,de_000189,Replicates are required for each material type (at least three) so that results are more accurate. Data on the physical loss of material is required to allow preliminary testing of the material.  It is necessary to evaluate the experiment for a longer time to detect a more pronounced effect.,1,0
190,190,de_000191,It is important to have all the elements at hand and to follow each of the displayed instructions,1,0
196,196,de_000197,were the specimens completely covered what was the temperature how many percent did the specimens lose,1,1
198,198,de_000199,It is important to have all the elements at hand and to follow each of the displayed instructions,1,0
238,238,de_000239,How long are the samples rinsed? How much vinegar is used? What kind of containers are used? Are the containers closed?,1,3
249,249,de_000250,- Shape of the samples / size of the surface exposed to the vinegar - Concentration of the vinegar - Exact composition of the samples,1,2
268,268,de_000269,kissing rain comes out of marble when money is lifted out of the ground in the form of dust and streaming kissing rain,1,0
269,269,de_000270,leave the samples in the container for a shorter or longer time. leave the samples to dry for a shorter or longer time. i would be interested in the size of the samples.,1,1
287,287,de_000288,"Size container, amount of liquid, shape us size of samples",1,3
294,294,de_000295,How much vinegar must be filled into the container and how long the material is rinsed with distilled water,1,2
299,299,de_000300,,1,0
