,Unnamed: 0.1,Unnamed: 0,id,text,prompt,score
0,273,273,fr_010274,¿Cuánto vinagre? Envases de vidrio o de plástico? Dormir y descansar ¿Dónde? ¿El sol? ¿La sombra?,1,3
1,91,91,fr_010092,"Es necesario conocer la concentración de vinagre, el tamaño aproximado de los contenedores y la precisión de las balanzas.",1,3
2,240,240,fr_010241,"Colocar una muestra de un material en un contenedor y etiquetarlo. Repita la operación con las muestras restantes, colocando una sola muestra en un solo recipiente.",1,0
3,28,28,fr_010029,"Determinar la masa de cuatro muestras diferentes.,Poner una muestra de un material en un recipiente y etiquetarlo. Repita la operación con las muestras restantes, colocando una sola muestra en un solo recipiente., Determinar la masa de cada muestra.",1,0
4,98,98,fr_010099,Medir y verter la misma cantidad de muestra. Utilice la lámpara para ver la estructura de los sólidos. Ver si son sólidos o cristalinos.,1,0
5,56,56,fr_010057,"La información presentada era de datos sobre el debut, el final y el cambio de peso.",1,0
6,99,99,fr_010100,"Etiquetar las muestras con las letras A, B, C, D, E. Después de 30 minutos de descanso, calcular la masa de cada recipiente. El cálculo se realizará informando la masa x fuerza de cada contenedor.",1,0
7,36,36,fr_010037,"1o Es importante utilizar una balanza con una precisión adecuada para pesar los materiales analizados. 2o Espere 24 horas según el manual, ya que el momento correcto es importante para el buen desarrollo de la experiencia. 3o Al pesar el material después del secado, asegúrese de no notar la diferencia de masa.",1,0
8,18,18,fr_010019,1o Comparar los resultados esperados con los obtenidos. Analizar el error experimental.  3o Explica tus resultados en términos de preguntas teóricas.,1,0
9,213,213,fr_010214,Hay ejemplos de masa de cada muestra. El calcario tiene la mayor diferencia de masa. La madera tiene la diferencia de masa 0.,1,0
10,215,215,fr_010216,"buena información, cuadro preciso y fácil de entender",1,0
11,161,161,fr_010162,"1o Debe haber una lista de los equipos que se utilizarán para el experimento. 2o El equipo de salud y seguridad a utilizar, como el uso de gafas, una máscara, un tablero, etc. 3o El nombre de la muestra de material que se coloca en cada contenedor.",1,1
12,266,266,fr_010267,"La temperatura de la habitación, El tamaño de los contenedores que se han utilizado. El peso de cada pieza de material.",1,1
13,229,229,fr_010230,"Clasifique el material seco en diferentes categorías según sus características como textura, forma y solidificación.",1,1
14,111,111,fr_010112,1 ¿Cuánto vinagre?,1,1
15,12,12,fr_010013,"Necesitaría saber cuánto vinagre vierten en cada tanque, y qué tipo de materiales específicos eran. Por ejemplo, qué tipo de plástico han utilizado.",1,2
16,196,196,fr_010197,¿Qué tipo de contenedores se utilizan? ¿Cuánto de cada material se ha utilizado? Creo que ahora podría repetir la experiencia,1,2
17,165,165,fr_010166,"¿De qué material deben ser los contenedores, cómo medir la masa, qué materiales puedo utilizar?",1,2
18,22,22,fr_010023,"Para reproducir el experimento, necesitaría información adicional como la cantidad de vinagre vertido en cada recipiente. Además, necesitarás conocer el tamaño del contenedor.",1,2
