,Unnamed: 0,id,text,prompt,score
8,8,fr_010009,"1 - Students should provide an accurate scale to measure the samples. 2 - Students need to check if the scale is calibrated, as every gram is important and will make a difference in the outcome of the study. 3 - Students need to make sure that the materials are pure and contain no mixtures.",1,0
26,26,fr_010027,It would be interesting to evaluate the ambient temperature before testing,1,1
38,38,fr_010039,"Measure the amount of vinegar,Measure the time correctly,",1,1
66,66,fr_010067,1 - limestone was the material that had the greatest mass loss. 2 - wood kept the same amount of mass. 3 - plastic lost 0.1 g of mass at the end of the experiment.,1,0
70,70,fr_010071,"The samples must be weighed before being placed in the container, then the density of each sample must be measured. After they have dried, their mass must be measured again.",1,2
75,75,fr_010076,"What is the sample of, what is the final result supposed to be, what size of a container",1,2
84,84,fr_010085,"Clean the contents where to pour the vinegar, wait _24 hours, write the masses of each sample in a table",1,1
88,88,fr_010089,"you would need a balance, distilled water and samples",1,0
104,104,fr_010105,"1. Discussion, 2. conversation, 3. chat",1,0
108,108,fr_010109,What type of vinegar should we use? How do you determine the mass of each sample? How do I dry the samples?,1,3
134,134,fr_010135,You will need four identical containers; for the experiment you will need a whole day and you should refer to the table below for validation.,1,0
151,151,fr_010152,"The starting mass, the ending mass",1,1
156,156,fr_010157,Follow the steps according to the instructions. Determine the different processes. Finish by completing the experiment with the following steps,1,0
181,181,fr_010182,"The last step would be to calculate the difference between the starting mass and the ending mass. This is how we determine how much weight each material has lost. To be fair, the starting mass should have been the same for all materials.",1,0
187,187,fr_010188,"what is the assumption? What are the different variables? Such as independent variables, dependent variables and controlled variables.",1,2
189,189,fr_010190,"the quantity of vinegar to be poured, should the containers be closed, what type of balance should be used, what samples should be taken",1,3
211,211,fr_010212,1. Specify the materials to be used - 2. Specify the amount of vinegar to be poured into each container - 3. Place a sample of a material into one of the vinegar containers and label it - 4.,1,2
214,214,fr_010215,I like this experiment and find a better result. Each student does our best. This table is used to select the best result.,1,0
272,272,fr_010273,Soil temperature measurements are taken in the vicinity of the Atmosphere Study Site or the Soil Moisture Study Site.,1,0
