,Unnamed: 0.1,Unnamed: 0,id,text,prompt,score
0,177,177,fr_010178,"Sie müssen wissen, welche Materialien getestet werden. Sie müssen wissen, welche Größe/Oberfläche der Materialien verwendet werden soll. Sie müssen wissen, wie lange jede Probe mit destilliertem Wasser gewaschen wurde.",1,3
1,94,94,fr_010095,genau wie viel Essig muss ich in die Behälter legen? Ist das Material der Behälter relevant? Was ist mit der Größe der Proben?,1,3
2,57,57,fr_010058,die Rinder haben das höchste Ergebnis im Vergleich zu anderen,1,0
3,260,260,fr_010261,können wir etikettieren lewe kann andere Substanzen wie ein HCL gießen einen genauen Wert finden,1,0
4,103,103,fr_010104,"Ich brauche Marmor, Kalk, Holz und eine Plastikprobe, um das Experiment zu reproduzieren.",1,0
5,32,32,fr_010033,"Es enthält auch wichtige Informationen und die am meisten gesuchten Details, also will ich nichts anderes.",1,0
6,250,250,fr_010251,Die gleichwertigsten Proben sind Marmor und Kalk. =_20.2 Ausgangsmasse,1,0
7,71,71,fr_010072,"Der Zweck jeder Forschung ist es, die Variation zu beschreiben und zu erklären.  Das ist gut definiert. Wir können die Informationen, die wir aus unserer Anfrage sammeln, quantifizieren. Spekulationen auszuschließen. Das ist spezifisch.  Die Variable, die untersucht und manipuliert oder modifiziert wird. Seine direkte Wirkung wird im Experiment beobachtet. Beispiele sind: Temperatur, Wassermenge und Licht. Ich meine, sie können manipuliert werden.",1,0
8,21,21,fr_010022,Alle Informationen sind in der Box,1,0
9,169,169,fr_010170,"Neues Design-Trend, Schmiedbarer Kunststoff, erhöhte schlanke weiße Pigment",1,0
10,107,107,fr_010108,"Ich sollte bewerten, wie jeder Schüler den Prozess von jedem Essig in der Tasse zeigt.Ich muss auch die Essigmassen in jeder Tasse sehen.",1,0
11,35,35,fr_010036,1. der Die Balance ist gut kalibriert 2. Verwenden Sie immer die gleiche Balance 3. Überprüfen Sie das Gewicht aller Proben gleichzeitig,1,1
12,239,239,fr_010240,Bestimmen Sie die Masse von vier verschiedenen Proben.,1,1
13,220,220,fr_010221,Die Umgebungstemperatur war entscheidend für die Veränderung der Masse jedes einzelnen Exemplars.,1,1
14,13,13,fr_010014,"Wir müssen auch die Masse der getrockneten Probe enthalten, da, wenn das Wasser trocknet, die Masse leichter wird als das angegebene Massengewicht.",1,1
15,205,205,fr_010206,"Bestimmen Sie das Gewicht, die Maße und die Oberfläche der Probe.",1,2
16,25,25,fr_010026,1. der Wie viel Essig wurde verwendet. 2. Die Wird der Wein wiederverwendet? 3. Die Welche Art von Essig wird verwendet?,1,2
17,39,39,fr_010040,Was ist das Material der Stichprobe und wie viel Stichprobe reicht für das in Schritt _3 genannte Verfahren aus? Und bei welcher Temperatur müssen die Behälter innerhalb von 24 Stunden auf Schritt 4 warten?,1,2
18,76,76,fr_010077,"1. der Überprüfen Sie die Wirkung von Essig auf Proben 2. Textur der Proben 3.Gute Art von Behältern, um das Experiment zu führen",1,2
