,Unnamed: 0,ItemId,PromptId,Score1,AnswerText
0,751,3_5682,3,0,Pandaer og koalaer er like fordi de begge spiser planter. Pandas og koalas er forskjellige fra pythoner fordi de er de fleste reptiler. Pythonene spiser også levende ting.
1,1326,3_6291,3,0,"Pandas i Kina ligner koalas i Australia fordi de begge er generaliserte arter. Pythoner er spesialister. Artikkelen sier at ""vi lever i en tidsalder som forlater generalister i stedet for spesialister"". Folk generelt har en tendens til å forholde seg bedre til en panda enn en slange. Artikkelen sier at det er ""ingen feil"", at de generelle artene gjør det bedre på steder de bor i."
2,1433,3_6401,3,0,Kinesiske pandaer ligner på australske koalaer fordi de i utgangspunktet spiser det samme. De er forskjellige fra pythoner fordi de ikke spiser andre dyr. De fleste ville tro at en panda er bedre enn en python fordi slanger kan være farlige.
3,338,3_5258,3,0,"pandas i Kina og koalaer i Australia er like fordi de blir utryddet dette er annerledes fordi pythoner blir mer populære fordi i punkt 3 det sier "" Pet økende estimerer at 4,8 millioner husholdninger nå inneholder en eller flere reptiler, et antall som nesten doblet i et tiår."
4,1404,3_6371,3,0,Panda og koala spiser samme type planter.
5,719,3_5649,3,0,Pandas ligner koalas fordi de begge er spesialister og de begge spiser svært lite. De vil også bli truet som jorden fortsetter å industrialisere og utvide.
6,611,3_5538,3,0,Pandas i Kina og koalas i Australia de er begge like som spiser planter og ikke spiser kjøtt eller mennesker de er forskjellige fra pythoner at de er bjørner pythoner er en snekker og python spiser ikke planter.
7,1007,3_5951,3,0,Pandas og koalas i Astralia og Kina er de samme fordi de ikke er truet og de er ikke kept som kjæledyr. Forskjellen er at de er kjæledyr som pythoner.
8,1759,3_6754,3,0,"I historien forklarer den hvordan pandaen fra Kina bare spiser bambus, og hvordan Australias koala utelukkende spiser eukalyptusblader. Begge disse dyrene spiser imidlertid hva de kan og vil."
9,1872,3_6903,3,0,"Hvordan pandaer i Kina ligner koalaer i Australia er de er bjørner, og de begge spiser nesten de samme tingene, de begge kan klatre på trær: de spiser blader og frukt. De er begge forskjellige fra pythoner fordi de ikke er en reptil, og de kan ikke passe samme mengde i munnen i en bit som en python. De spiser ikke det meste av det pythonene spiser, og de kaster heller ikke ut skinn/skalaer der."
10,1885,3_6924,3,0,"Det finnes både en form for bjørn, og lever derfra. En slange er en reptil og kan ikke overleve i alle USA."
11,2046,3_7175,3,0,"Ifølge artikkelen er kinesiske pandaer og australske koalaer like fordi begge dyrene knapt spiser en rekke matvarer. Det kan gi mer mat til innbyggerne i landet. Begge dyrene er forskjellige fra pythoner fordi de, i motsetning til pythoner, er trygge å være rundt. Og ifølge artikkelen er pythoner kjøttetere, men pandas og koalaer spiser bare planter."
12,1048,3_5995,3,0,Den kinesiske pandaen og den australske koalaen er like fordi de begge er bjørner. Pythonene er forskjellige fra dem fordi de er slanger og de ikke spiser planter og blader.
13,1798,3_6799,3,0,Pandas i Kina ligner koalas i Australia fordi de er vant til årstidene og kan overleve. De er forskjellige fra pythoner fordi hvis pythoner går til kalde steder de kan dø fordi de ikke kan håndtere været. Det er derfor de bor på steder som Florida og Texas.
14,200,3_5118,3,0,Kinas panda og Australias koalaer er begge herviborer og de er begge forskjellige fra pythonene er kjøttetere og en trussel mot mennesker.
