,Unnamed: 0,ItemId,PromptId,Score1,AnswerText
0,1870,1_1871,1,0,Você também precisaria.
1,357,1_358,1,0,"Para mim, acho que este experimento precisará dizer o que você tem que repetir na garrafa e dar mais exemplos do que eles estão fazendo para fazer este experimento funcionar."
2,1954,1_1955,1,0,Você precisaria medir a massa inicial. ^ p 2.Você precisaria medir a massa final. ^ p 3.Você precisaria medir a diferença entre a massa de início e de fim.
3,202,1_203,1,0,"Eu não sei o que replicar significa, então eu não sei como responder a essa pergunta"
4,1255,1_1256,1,0,Precisamos saber o tempo entre o ponto de partida e o ponto de fim.
5,117,1_118,1,0,Você vai precisar de quanto está lá no total.
6,15,1_16,1,0,Não sei o que está acontecendo!
7,1611,1_1612,1,0,"Depois de ter terminado de ler as informações, eu acho que eu precisaria de quatro tipos de vinagre, mas idênticos e quatro recipientes, então eu precisaria determinar a massa de cada amostra."
8,724,1_725,1,0,"Para replicar o experimento, você deve medir a quantidade de vinagre adicionado em cada recipiente. Você também deve medir a massa de cada amostra antes de adicioná-la ao vinagre. Finalmente, você deve medir a quantidade de vinagre deixada após a remoção do material."
9,2177,1_2178,1,0,Calcário de mármore e plástico todos ausentes nos negativos em diferenças.
10,1143,1_1144,1,0,"Coloque uma amostra de um material em um recipiente e etiquete, ""repeite com as amostras restantes"", o que significa uma amostra em um recipiente de canela."
11,1615,1_1616,1,0,"A informação adicional que você precisaria é a declaração, por que você estava fazendo isso e os resultados estavam certos ou errados. Como este tipo de resultado que você estava procurando."
12,1543,1_1544,1,0,"1o Recolha de materiais. Pão 2. Coloque em Apron & Goggles. Pão 3. Coloque os materiais. Pão 4. Por vinagre em um contêiner idêntico. Pão 5. Coloque mármore, calcário, madeira, plástico em recipientes separados. Pão 6. Coloque o nome no recipiente, espere 24 horas. P 7. Lave as amostras com água destilada. P 8. Coloque as amostras para secar. O P 9. Determine a massa e outras diferenças. Pão 10. Limpar os materiais."
13,1652,1_1653,1,0,"Neste experimento, você precisará adicionar mais informações como no produto como como você configurou a amostra para começar. Também nunca foi dito que as amostras estavam em um recipiente e precisam incluir isso no início. Mas parecia um bom experimento para fazer e como eles derramaram vinagre em cada amostra e deixaram-na sentar apenas a Pedra de Caminho mudou mais e a outra amostra permaneceu quase a mesma na massa inicial e final."
14,2148,1_2149,1,0,Para replicar este vencimento eu precisaria ter todos os materiais que são encontrados neste procedimento. Eu então coletaria todos os meus materiais e segui o procedimento e também registraria meus dados em um pedaço de papel. Em expirações eu sempre gosto de trazer um relógio para timing as amostras apenas no caso de não haver nenhum ao redor.
15,2026,1_2027,1,0,Você precisará escrever uma hipótese sobre o experimento e uma conclusão sobre o que aconteceu e um gráfico sobre as mudanças que o experimento passou.
16,2151,1_2152,1,0,"Para replicar este experimento eu precisaria da massa dos contêineres, uma descrição do contêiner, e um controle para maximizar a precisão dos dados."
17,1982,1_1983,1,0,"Eles teriam que explicar como seu experimento foi. Então eles usaram objetos diferentes e os colocaram em recipientes com vinagre para soc. Determine a massa de cada um. Então é assim que eles devem explicar seu experimento. “Testamos quatro objetos em vinagre e os quatro objetos eram mármore, calcário, madeira e plástico. A massa de cada um era de mármore 4,8, calcário 10,4, madeira 11,6 e plástico 7,2. Quando os colocamos no vinagre e os tiramos e os colocamos por 30 minutos, vimos que a massa do mármore caiu para 9,4, calcário 9,1, madeira 11,2 e plástico 7,1. Assim, a massa do mármore caiu -0,4, calcário -1,3, madeira -0, e plástico -0,1."
18,1354,1_1355,1,0,"Algumas informações que você precisará para replicar o experimento são coisas como seu problema de hipótese, resultados, conclusão, etc. Você também precisará mostrar como você obteve seus resultados e conclusão."
19,333,1_334,1,0,"3 peças de informação que eu incluiria para replicar este procedimento seria derramar menos vinagre em cada recipiente, deixe as amostras sentar e secar por 30 minutos e deixe as amostras por 20 horas. Eu escolho isso para ver se algo diferente aconteceria com a massa, então o que aconteceu com ela a primeira vez que eles tentaram este experimento."
20,1309,1_1310,1,0,A informação adicional que precisaríamos para replicar o experimento seria a conculsação.
21,713,1_714,1,0,Este experimento deve incluir uma explicação de por que os alunos estavam fazendo este experimento. Eles devem nos dizer por que a massa diminui e por que a madeira mantém a mesma massa.
22,413,1_414,1,0,Eles precisam repetir cada passo que já foi pré-formado.
23,1323,1_1324,1,0,"Algumas informações adicionais seriam garantir que a amostra esteja seca para fazer qualquer outra coisa. Em seguida, certifique-se de obter todos os dados e fazer um gráfico."
24,1069,1_1070,1,0,"Aqueles pedaços de informação que você precisa para replicar este experimento são das amostras em 24 horas. Derramando vinagre em quatro recipientes separados, mas idênticos, e para permitir que as amostras fiquem secas, você também precisa determinar a massa das amostras primeiro."
25,371,1_372,1,0,"Você precisa repetir o experimento 2 mais tempo, gravar todos os dados, em seguida, compará-los para ver se as amostras têm qualquer mudança. Além disso, a informação de fundo é importante para qualquer experimento."
26,200,1_201,1,0,"Você precisaria de mais mármore, calcário, madeira e plástico."
27,395,1_396,1,0,"Para replicar este experimento você vai precisar do seguinte vingar, para o seu em cada recipiente idêntico, você vai precisar deixar a amostra sentar e secar por30 minutos. Após 24 horas, retire as amostras dos recipientes e enxágue cada amostra com água destilada."
28,224,1_225,1,0,e
29,1796,1_1797,1,0,"Eu acho que você vai precisar de uma garrafa de vinagre, um cabo de contêiner, temer, papel, um manole, uma pedra de cimento, madeira e um plástico. Você vai precisar..."
