,Unnamed: 0,ItemId,PromptId,Score1,AnswerText
0,33,8_19986,8,0,有个好人
1,1413,8_21366,8,0,"保罗发现的信息可能会使他沮丧,以及他感到被勒昂纳德先生背叛的谎言。  只是保罗打印了一些东西,甚至向他展示它,这表明它很打扰它。"
2,1571,8_21524,8,0,"保罗发现关于莱昂纳德先生的背景信息似乎使他沮丧。 这是显而易见的,因为当他问莱昂纳德先生时,他低头看着地面,他的声音裂开了。 他觉得他没有希望,因为他从头开始,莱昂纳德先生是高中和大学的明星运动员。"
3,684,8_20637,8,0,"莱昂纳德先生离开大学,因为他不能读书而失去了奖学金,这确实影响了保罗,因为他不能很好地读书。"
4,1119,8_21072,8,0,什么?
5,937,8_20890,8,0,"保罗是一个感到被忽视的人,总是被选中最后一个,莱昂纳德先生抓住了它。  他知道如何感到羞耻,因为他离开了大学而不能做任何事情。  他激励保罗去做障碍,并向他展示了生活中的障碍。 他还发现,他也不擅长阅读,所以他担心并想帮助。"
6,697,8_20650,8,0,"他知道保罗是一个好孩子,他可以快速地解决问题。 所以他通过学习一件事来帮助他,这样他就可以学会如何更好地阅读。"
7,336,8_20289,8,0,"这表明保罗没有学校,你什么也做不到。 莱昂纳德先生去大学获得奖学金,他说他们告诉他他会有导师。 他希望保罗首先成为一个好学生。"
8,1451,8_21404,8,0,"在保罗了解了莱昂纳德先生的历史后,保罗意识到莱昂纳德先生激励他更加努力地推动他的目标。 莱昂纳德先生无法阅读,这改变了他的一生。 他担心保罗。 然后保罗明白,他必须克服他的阅读弱点,因为他不想像莱昂纳德先生那样放弃。"
9,2240,8_22193,8,0,"莱昂纳德先生有与保罗相同的问题。 虽然保罗可能不会马上知道,但他慢慢地知道,莱昂纳德先生对此感到尴尬。 保罗已经学会了他可以做得很好,并为他擅长的事得到报酬。"
10,248,8_20201,8,0,"保罗对他发现了关于莱昂纳德先生的消息感到惊讶。 他发现,莱昂纳德先生是一个新手,他赢得了400米障碍赛,打破了国家纪录。"
11,2018,8_21971,8,0,"保罗是个可怜的读者,得到了莱昂纳德先生的帮助。"
12,1992,8_21945,8,0,"保罗一开始一无所知,只是认为他只是一个走廊里的男人。 当莱昂纳德先生那天把保罗带到轨道上时,他看到莱昂纳德先生关心他,他想帮助他。 他想知道,莱昂纳德先生在看到他的通行证两周后,第一天问他的名字。 他发现了我。 莱昂纳德的成绩很差,他没有通过胶囊制作。 这就是为什么莱昂纳德先生非常关心保罗获得他的分数,并参与某件事的原因。"
13,1242,8_21195,8,0,"莱昂纳德先生是一个安静的人,在整个故事中不会提到自己或他的过去。 赛道教练给保罗一个网站去寻找莱昂纳德先生。 保罗发现,莱昂纳德先生是全国400米障碍赛冠军,作为大学的初学者。 保罗想知道他为什么不继续在整个大学里跑步,但然后他发现莱昂纳德先生自己不知道如何读得很好,然后离开了大学。"
14,1592,8_21545,8,0,"它使他感到骄傲,我知道这一点,因为文本说。“你是一个大学初学者,他赢得了国家队的400米障碍赛。"
15,2249,8_22202,8,0,"他说他是一个好运动员,但不是一个好学生。 他倾诉他的朋友去接他,但工作总是对他来说太艰难了,他最终放弃了这个奖学金并逃脱了。 没有学校想要一个不能读书的跑步者。"
16,1810,8_21763,8,0,"莱昂纳德在高中不能读书,但他擅长体育。 保罗不能读书,他不擅长运动。"
17,1086,8_21039,8,0,"保罗喜欢这个信息,因为它是他如果不问教练的话,他不会得到的信息。"
18,1845,8_21798,8,0,"一旦保罗发现,莱昂纳德先生是一个追踪明星,保罗对莱昂纳德先生的成就感兴趣。  这在第35至44段中可以看出,当保罗询问莱昂纳德先生他的大学生活以及他为什么不继续伟大。"
19,3,8_19956,8,0,"保罗得到的关于Leonard先生的信息是,当保罗盯着中学时,他是大厅的监视者,他告诉保罗,他希望他在2点30分到健身房,所以保罗做到了,他记得莱昂纳德先生在国民队打了400米的障碍,打破了纪录,但他失去了他的奖学金,因为他不能读书,所以保罗想为莱昂纳德先生做障碍,让他觉得自己不是任何人和某人。"
20,710,8_20663,8,0,"莱昂纳德先生和保罗在学校都不是很好的学生。 莱昂纳德先生在赛道上很惊讶,但由于他在课堂上没有得到很好的成绩,他失去了奖学金并离开了学校。 保罗在课堂上也不太好。 當Leonard先生幫助他學習如何跳跳好時,他讓他出去找男孩追蹤他們。 在某种程度上,它们完全相同。"
21,390,8_20343,8,0,"保罗不知道他正在与最好的跑步者一起训练,保罗不知道为什么莱昂纳德先生不懂得读书。"
22,1625,8_21578,8,0,"它使保罗不想成功更多,让莱昂纳德先生感到骄傲。"
23,380,8_20333,8,0,"他收到的背景信息影响了他一个国家跑步者关心他。 而且他们并不太不同,因为他们俩都不能读得很好。 正如故事中所说的,“没有其他学校想要一个不能读书的跑步者。"
24,1621,8_21574,8,0,"莱昂纳德先生告诉讲述者保罗,他在学校有问题,但在赛道上做得很好。 他想表明,你不能轻易地在一切方面变得伟大。 你必须继续努力,早些时候,你会实现你想要的目标。"
25,1618,8_21571,8,0,"关于莱昂纳德先生的背景信息对保罗产生了很大的影响,因为他就像他一样。 保罗正在前往学习中心,因为他不读书,莱昂纳德先生像保罗一样是一名优秀的舞蹈演员,但问题是他也不懂读书。 所以,莱昂纳德先生不希望发生在他身上同样的事情,发生在保罗身上,因为他知道他有自己的事情要做,直到他离开大学。 可能让他感到骄傲的是,看到保罗抓住他的错误,跑步,并知道如何阅读。"
26,2374,8_22327,8,0,"讲述者对保罗的背景信息的影响是他是一个伟大的跑步者,但他失去了他的所有东西,如他的奖学金,因为他的成绩不够好,他被接受的大学。"
27,6,8_19959,8,0,"对保罗有关莱昂纳德先生的影响是,不管你多么聪明,你必须去做运动,但你仍然关心你的学校是最好的!"
28,785,8_20738,8,0,"保罗看到,因为你唱歌做正确的事情,你可以努力克服任何障碍。"
29,2390,8_22343,8,0,保罗在学校是个好孩子。 他是修补阅读计划中选定的学生之一
30,1250,8_21203,8,0,"莱昂纳德先生是一个糟糕的读者,背景信息对保罗的影响,莱昂纳德先生的话语中的情绪,他们都很熟悉。"
