,Unnamed: 0,id,text,prompt,score
216,216,es_3QXNC7EIPK83TEPJ7CZKJB9F2SW097,a. La conclusion es que el polimero B es lo mas elastico de los quatro que se ha probado. nb. Dos formas de mejorar el experimento son 1. incluir la medida original de cada muestra y 2. incluir la cantidad de peso colgada de cada muestra,2,3
156,156,es_3JV9LGBJWVR3B54AN3751TRKU81GOO,"a) Todos los materiales plásticos utilizados por el estudiante se elongan, de manera variable bajo las mismas circunstancias. Excepto el material D que se elonga de forma constante.\nb) En primer lugar podría haber realizado mayor número de pruebas para cada material, de manera que los resultados fuesen más concluyentes. Describir a que altura de la medición exacta colocó la abrazadera.",2,2
90,90,es_39RP059MEJ6JKLBNU10E8EBIKU1BMT,"a. La mayoría de los tipos de plástico (A, B y C) sufren una deformación apreciable luego de 5 minutos de ser sometidos a un trabajo de estiramiento.\nb. Realizar la misma prueba, pero ahora teniendo en cuenta el peso al cual somete las muestras: ej realizar la prueba con 0,5kg, 1kg y 1,5kg. \nRealizar la misma prueba, ahora sometiendo a las muestras de plástico a mayores tiempo de estiramiento y anotar los resultados para 10, 15 y 20 minutos.",2,2
81,81,es_39GXDJN2OVRJ8A7P5HHV484U175V8M,"Plasticos usados en esta preuba tienen diferentes reactiones al calor. El que resisto deformation mejor es plastico A. B es el peor. Esta preuba necesita temperaturas definidas. Tambien, la longitud original de los plasticos.",2,2
200,200,es_3PPTZCWALSX6NYCVS8NYB52QJDKQZT,"a) Los plásticos en su mayoría tienden a expandirse con el peso aplicado. pero la longitud ganada con el peso no es uniforme en el tiempo, a excepción del polímero D, que en ambas pruebas se expandió en la misma proporción.\nB) El experimento debería hacerse en un ambiente de temperatura y viento controlados.",2,2
119,119,es_3DBQWDE4Y8BNDNFE5SO1I70QJVZN5W,EL RESULTADO ES PLÁSTICO 2. PORQUE TIENE MAYORÍA mm,2,0
22,22,es_32ZKVD547H0IYZ3DOJVZCF2CJINB39,La muestra de plastico parece haberse expandido mas con el segundo experimento. El estudiante podia haber confeccionado mejor su tabla de resultados para poder entenderla mejor.,2,0
169,169,es_3LQ8PUHQFN57FFOI9ECI2W7ZXEOIHX,tomar en cuenta en la tabla de datos la longitud inicial total de la muestra de plastico,2,0
217,217,es_3R2UR8A0ICTEXRZ0CD79PFRFZFWXOW,Talvez pudo haber puesto el tipo de plastico por nombre y P1 y P2 pueden tener mas detalles.,2,0
130,130,es_3ERET4BTVOM564WNB5922VOOBWCK9E,EL RESULTADO ES PLÁSTICO 2. PORQUE TIENE MAYORÍA mm,2,0
30,30,es_33LK57MYLVII0ER8KCC365HR3PLZSL,a. Plastico D tarda mas y es el peor.\nb. Debe de tener mas samples de plastico para ver resultos mejores.,2,0
76,76,es_38JBBYETQQN1NYY1YO28NS03ZSI4EY,"en la tabla de valores el estudiante debió haber colocado los valores de los, y haber tomado en cuenta los tipos de plástico para conocer su densidad, el experimento demuestra que el plástico D no sufrió cambio de longitud por el peso,  el plástico C se redujo su longitud, y los plásticos A y B si aumentaron ligeramente su longitud",2,0
179,179,es_3NXNZ5RS1CAHBPP3SBKTYQJ280D97D,Formación integral de estudiantesnGestión académica: servicios y administración escolaresnReglamentos académicosnConsultas rápidas,2,0
53,53,es_36AHBNMV1TPCTZYLR0FVXZMP5Z1DYV,"La mayoría de los plástico son iguales, entonces el experimento no le dio mucho datos relevantes para hacer un estudio completo",2,0
279,279,es_3YHH42UU5DSYUGQSW92AOK0AW930LY,"Resumen Este trabajo es parte de un estudio de recolección de datos de la Universidad de Duisburg-Essen. La tarea consiste en leer la descripción de un experimento sencillo de ciencias y contestar una pregunta sobre el experimento.\n\nPor favor, lee la descripción de la tarea cuidadosamente. También deberías prestar atención a las tablas o las imágenes que se incluyen en los ejercicios. Responde a la pregunta en español, utilizando una o dos oraciones.\n\nPor favor, responde a las preguntas utilizando tus conocimientos al máximo. Las respuestas que no tengan sentido o sean copias de otras serán rechazadas.",2,0
211,211,es_3QEMNNSB2ZCTEF2K4RPVKM2SQ6JD7M,La muestra más flexible es la B y la menos flexible la A. \nEn cambio la muestra D es la más uniforme ya que las dos muestras dan el mismo valor. Las otras muestras tienen valores variables dentro de un limite admisible.,2,1
28,28,es_33JKGHPFYE7LLU0KXR5NZ9BC5X4NMF,Se concluir que el estudiante sacó unos datos similares en las dos pruebas. El estudiante puede mejorar el diseño del experimento por hacer una prueba mas.,2,1
196,196,es_3PH3VY7DJNAB7V8H4HM43UKCIM5ZW1,"a. El plastico C perdio longitud en vez de ganar, no es logico que esto ocurra.nb. 1. Utilizar dos puntos de apoyo y una regleta rigida horizontal.n     2. Calcular la elasticidad",2,1
292,292,es_3ZGVPD4G6VUJFE4N9CHTGADDBBETZV,a. La muestra D es la más elástica. Las muestras ayb reportan deformaciones permanentes. La muestra C se acorta.nb. Utilizar muestras de la misma forma.,2,1
