,Unnamed: 0,ItemId,PromptId,Score1,AnswerText
0,751,3_5682,3,0,Pandor och koalas liknar varandra eftersom de båda äter växter. Pandor och koalas skiljer sig från pythoner eftersom de är de flesta reptiler. Pythonerna äter också levande ting.
1,1326,3_6291,3,0,"Pandor i Kina liknar koalas i Australien eftersom de båda är generella arter. Pythoner är en specialiserad art. Artikeln säger att ""vi lever i en tid som lämnar generalister snarare än specialister"". Människor tenderar i allmänhet att relatera bättre till en panda än en orm. Artikeln säger att det är ""inga misstag"", att de generalistiska arterna gör bättre på de platser de bor i."
2,1433,3_6401,3,0,Kinas panda liknar Australiens koala eftersom de i grunden äter samma sak och agerar på samma sätt. De skiljer sig från pythonerna eftersom de inte äter andra djur. De flesta skulle tro att en panda är bättre än en python eftersom ormar kan vara farliga.
3,338,3_5258,3,0,"pandor i Kina och koalas i Australien är likartade eftersom de håller på att utrotas detta är annorlunda eftersom pythoner blir mer populära eftersom i punkt 3 det säger "" Husdjuret ökar uppskattningar att 4,8 miljoner hushåll nu innehåller en eller flera reptiler, ett antal som nästan fördubblats på ett decennium."
4,1404,3_6371,3,0,Panda och koala äter samma växt.
5,719,3_5649,3,0,Pandor liknar koalas eftersom de båda är specialiserade arter och båda äter väldigt lite. De kommer också att bli hotade när jorden fortsätter att industrialisera och expandera.
6,611,3_5538,3,0,Pandor i Kina och koalas i Australien de är båda liknande som äter växter och inte äter kött eller människor de är olika till pythoner att de är björnar pythonerna är en snigel och pythonerna äter inte växter.
7,1007,3_5951,3,0,Pandor och koalas i Astralia och Kina är desamma eftersom de inte är hotade och de är inte kept som husdjur. Skillnaden är att de arent husdjur som python.
8,1759,3_6754,3,0,"I berättelsen förklarar den hur pandaen från Kina bara äter bambu, och hur Australiens koala uteslutande äter eukalyptusblad. Båda dessa djur äter dock vad de kan och vill."
9,1872,3_6903,3,0,"Hur panda i Kina liknar koalas i Australien är att de är björnar, och de båda äter nästan samma saker, de båda kan klättra i träd: de äter löv och frukt. De är båda olika från pythoner eftersom de inte är en reptil och de kan inte passa samma mängd i munnen i en bit som en python. De äter inte det mesta av vad pythonerna äter och de slänger inte heller skinn/skal där."
