,Unnamed: 0.1,Unnamed: 0,id,text,prompt,score
0,283,283,de_000585,"a) Si supongo que todas las muestras de plástico tenían la misma forma al principio (igualdad de longitud, anchura y espesor), entonces los plásticos B y D son más estirables que A y C. b) El estudiante podría haber indicado la longitud, anchura y espesor originales de las muestras y la masa de los pesos. El estudiante podría haber repetido el experimento a diferentes temperaturas.",2,3
1,158,158,de_000460,"Se puede ver en los valores individuales que hubo pequeñas variaciones entre los dos pases, excepto en el cuarto plástico. Aquí se podría formar como un valor medio para obtener un resultado medio útil. El plástico A se expandió menos y el plástico D más. El plástico A tiene la mayor resistencia y el plástico D la menor. Para obtener un resultado más preciso, se habrían hecho más pases o un intento de arrastre para determinar la estirabilidad.",2,2
2,27,27,de_000329,a) Han demostrado lo estirables que son los materiales. b) Podrían haber tomado un stand en lugar de una mesa. Podrían haber hecho varios pases con diferentes pesos.,2,2
3,223,223,de_000525,"El plástico tipo A es el más esférico. Todas las tarjetas de plástico deben ser de la misma longitud al comienzo Es mejor no fijarlas en la mesa para que se colguen alrededor de la esquina, sino que se deben fijar en la pared donde puedan colgarse.",2,2
4,254,254,de_000556,"a. En el segundo paso, cada plástico se estiró sólo ligeramente b. Determinación del peso de los pesos Iguala longitud de cada muestra de plástico",2,2
5,233,233,de_000535,Cambiar de calor a frío más rápido,2,0
6,213,213,de_000515,Seguir la regulación que los investigadores le dan es importante para la potencia,2,0
7,83,83,de_000385,"No en la mesa, sólo en la pared",2,0
8,26,26,de_000328,"Objeto D no muestra cambios en ""Objeto C se vuelve más pequeño y se contrae cuando se sobrepone.",2,0
9,51,51,de_000353,Seguir la regulación que los investigadores le dan es importante para la potencia,2,0
10,157,157,de_000459,"Mi conclusión es que el tipo de plástico A y B se vuelven más estirables una vez que se han estirado, el tipo de plástico C, en cambio, se vuelve menos estirable, y el tipo de plástico D permanece el mismo. Para mejorar el diseño experimental, habría tenido que comprobar con mayor precisión si el plástico no se había estirado antes. Y quizás también comparar antecedentes con antecedentes del mismo tipo lado a lado?",2,0
11,104,104,de_000406,Ka,2,0
12,195,195,de_000497,"a. Conclusión : los plásticos de polímeros A, B se han expandido, D no ha cambiado y el plástico C ha disminuido",2,0
13,133,133,de_000435,"parece que la primera resina es la más elástica.  Para mejorar los resultados, también debe intentar cuál es más resistente y cuál es más barato",2,0
14,98,98,de_000400,Estimar si la porosidad del material ha cambiado Estimar si la dureza de cada material ha cambiado,2,0
15,56,56,de_000358,Uno debe probar a partir de qué peso se prolonga el plástico.También colgar más tiempo podría ayudar,2,1
16,40,40,de_000342,"Por lo tanto, que D1 y D2 siempre difieren (excepto en el tipo de plástico D) se muestra, respectivamente. Se puede concluir que no se puede escribir un valor fijo, ya que siempre hay algo diferente. Se podría mejorar el experimento al hacer varios intentos D1 - D10 (por ejemplo. b) El se realiza y se toma el valor medio para que se mantenga la desviación lo más mínima posible.",2,1
17,149,149,de_000451,"Resultado de plástico """"c"""" no válido 1)Deje que más tiempo con los pesos. 2) No deje pasar la longitud.",2,1
18,181,181,de_000483,"En el 2. Tomar nuevo plástico, tomar los mismos pesos",2,1
