,Unnamed: 0.1,Unnamed: 0,id,text,prompt,score
0,280,280,zh_010281,(_1) Der pH-Wert von Essig (2) Die Form des Volumens der Probe und die Kontaktfläche von Essig (3) sind von äußeren Faktoren beeinflusst,1,3
1,95,95,zh_010096,(_1) Säuregehalt in den einzelnen Behältern (2) Kontaktfläche der einzelnen Proben mit Säure (3) Ob die ursprüngliche Masse der einzelnen Proben trockene Masse ist (4) Dichte der einzelnen Proben,1,3
2,21,21,zh_010022,"(_1) Messen Sie, ob Marmor mit anderen Substanzen verbunden ist, (2) ob Essig vollständig mit Reagenzien reagiert, (3) ob Abweichungen vorliegen",1,0
3,258,258,zh_010259,"(_1) Eine angemessene Menge des Produkts in der Probe mit sauerem Regen Reaktion, (2) die Komponenten in der Luft Test beeinflusst, (3) die PH-Veränderung von sauerem Regen nach der Reaktion.",1,0
4,248,248,zh_010249,(_1) Messung der Qualität von 4 verschiedenen Proben (2) Gießen Sie Essig in 4 gleiche Behälter (3) Messung der Wirkung von sauerem Regen auf verschiedene Materialien,1,0
5,23,23,zh_010024,Ob die Probe nach dem Experiment weiterhin oxidiert,1,0
6,143,143,zh_010144,(_1) Acetatsäurekonzentration reagiert auf die gleiche (2) Einstellungen Acetatsäurekonzentration unterschiedliche Wirkungen auf die gleichen Materialien der gleichen Qualität,1,0
7,291,291,zh_010292,(_1) Gibt es bei der Reinigung eine Verringerung des Probenverlusts? (2) Gibt es einen Verlust von Steinen während der Trocknung? (3) Der pH-Wert der Säure entspricht dem pH-Wert des sauren Regens?,1,0
8,292,292,zh_010293,(_1) Marmor aus verschiedenen Qualitäten auswählen Steine aus Holz Wiederholung von Plastikversuchen (2) Wiederholung von Versuchen mit Materialien derselben Qualität (3) Wiederholung von Versuchen mit Essig in unterschiedlichen Konzentrationen,1,0
9,86,86,zh_010087,"(_1) erhalten Sie ein weißes Papier ohne Schmutz, (2) berechnen Sie die Qualität des Papieres, (3) Tropfen Sie den Essig auf das Papier und messen Sie die Qualität nach 24 Stunden",1,0
10,93,93,zh_010094,(_1) Die Wirkung des Essigs (2) Die ursprüngliche Form (3) Die Wirkung des Destillationswassers (4) Die Wirkung des Destillationswassers auf das Material (5) Die Reaktion des Materials mit Essig,1,0
11,128,128,zh_010129,(_1) Säureregen hinzugefügt (2) Material Korrosion Grad (3) Säureregen Korrosion Zeit,1,1
12,234,234,zh_010235,"(_1) Messen Sie die Menge an Essig, die in jedem Behälter hinzugefügt wird, (2) so dass die Probe nicht für die Reinigung trocken ist, (3) Messen Sie die Veränderungen, die in den Essig des Materials auftreten",1,1
13,175,175,zh_010176,(_1) Mehrere Materialien zu wählen (2) Essig zu Verunreinigungen hinzufügen (3) Säure Alkalisierung von Essig,1,1
14,19,19,zh_010020,(_1) pH-Größe von Essig (2) Zustand der Probe (3) Dichte der Probe,1,1
15,268,268,zh_010269,"(_1) Volumen von Essig in vier Behältern, (2) die genaue Zeit, zu der jede Probe genommen wurde, und (3) die Zeit, zu der das Wasser destilliert wurde",1,2
16,230,230,zh_010231,(_1) Konzentration von Essig (2) Proportion der Hauptbestandteile der Probe (3) leichtes Material,1,2
17,77,77,zh_010078,pH-Wert des Sägels Die Qualität des Sägels in den Behälter Die Konzentration des Sägels in den Behälter,1,2
18,32,32,zh_010033,(_1) Unterschiedliche Volumengrößen von vier verschiedenen Proben (2) gleiche Konzentration des Essiggehalts in den vier Behältern (3) Versiegelung des Behälters,1,2
